-51	-50	-49	-48	-47	-46	-45	-44	-43	-42	-41	-40	-39	-38	-37	-36	-35	-34	-33	-32	-31	-30	-29	-28	-27	-26	-25	-24	-23	-22	-21	-20	-19	-18	-17	-16	-15	-14	-13	-12	-11	-10	-9	-8	-7	-6	-5	-4	-3	-2	-1
0.32	0.3	0.28	0.3	0.3	0.3	0.28	0.28	0.28	0.26	0.26	0.28	0.28	0.28	0.26	0.28	0.28	0.3	0.3	0.32	0.32	0.34	0.32	0.3	0.32	0.32	0.32	0.32	0.34	0.36	0.34	0.34	0.36	0.36	0.36	0.34	0.36	0.38	0.4	0.38	0.38	0.38	0.38	0.38	0.36	0.36	0.36	0.36	0.38	0.4	0.4
0.4	0.38	0.4	0.42	0.44	0.44	0.44	0.42	0.42	0.42	0.42	0.42	0.42	0.44	0.44	0.42	0.42	0.4	0.4	0.4	0.4	0.38	0.38	0.38	0.38	0.36	0.36	0.36	0.36	0.34	0.32	0.3	0.28	0.3	0.3	0.3	0.3	0.3	0.28	0.28	0.3	0.32	0.3	0.3	0.28	0.26	0.28	0.28	0.28	0.3	0.32
0.12	0.14	0.14	0.14	0.14	0.14	0.12	0.12	0.12	0.12	0.14	0.14	0.14	0.14	0.16	0.14	0.14	0.14	0.14	0.14	0.14	0.12	0.14	0.14	0.16	0.16	0.16	0.14	0.14	0.16	0.16	0.16	0.16	0.16	0.18	0.18	0.18	0.2	0.22	0.22	0.24	0.26	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28	0.28
0.36	0.36	0.38	0.4	0.4	0.4	0.38	0.36	0.34	0.34	0.34	0.32	0.32	0.3	0.28	0.28	0.28	0.26	0.24	0.24	0.22	0.22	0.22	0.22	0.24	0.24	0.24	0.26	0.26	0.28	0.3	0.3	0.3	0.28	0.26	0.24	0.24	0.22	0.22	0.2	0.2	0.2	0.18	0.16	0.16	0.16	0.14	0.14	0.14	0.14	0.14
0.24	0.22	0.22	0.24	0.24	0.26	0.26	0.24	0.24	0.24	0.24	0.24	0.22	0.22	0.22	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.22	0.22	0.22	0.22	0.22	0.22	0.22	0.2	0.18	0.16	0.16	0.16	0.14	0.14	0.16	0.16	0.14	0.14	0.12	0.12	0.12	0.1	0.1	0.1	0.12	0.12	0.12	0.12
0.38	0.36	0.36	0.36	0.36	0.36	0.34	0.34	0.34	0.36	0.36	0.36	0.34	0.36	0.36	0.34	0.34	0.36	0.38	0.38	0.38	0.38	0.4	0.38	0.36	0.38	0.38	0.38	0.38	0.36	0.34	0.34	0.32	0.32	0.32	0.3	0.3	0.3	0.28	0.28	0.28	0.28	0.28	0.26	0.26	0.24	0.24	0.26	0.24	0.22	0.24
0.36	0.34	0.32	0.3	0.3	0.3	0.32	0.32	0.32	0.3	0.3	0.3	0.32	0.3	0.3	0.32	0.3	0.3	0.3	0.28	0.3	0.28	0.28	0.26	0.26	0.28	0.3	0.3	0.3	0.28	0.28	0.26	0.24	0.24	0.24	0.24	0.24	0.24	0.24	0.26	0.26	0.26	0.24	0.26	0.26	0.26	0.24	0.26	0.26	0.26	0.26
0.22	0.22	0.22	0.22	0.2	0.2	0.2	0.18	0.2	0.2	0.22	0.22	0.24	0.24	0.22	0.22	0.24	0.24	0.22	0.22	0.22	0.22	0.24	0.24	0.22	0.24	0.24	0.26	0.26	0.26	0.24	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.28	0.28	0.3	0.3	0.3	0.3	0.32	0.32	0.34	0.32	0.32	0.32
0.4	0.4	0.4	0.4	0.42	0.44	0.44	0.42	0.42	0.42	0.44	0.44	0.44	0.44	0.44	0.42	0.42	0.42	0.4	0.4	0.38	0.36	0.36	0.36	0.36	0.34	0.34	0.32	0.32	0.3	0.3	0.28	0.28	0.26	0.28	0.28	0.3	0.3	0.3	0.3	0.28	0.28	0.28	0.28	0.28	0.26	0.28	0.28	0.28	0.28	0.28
